claim_number, claim_percent, claim_amount, remaining_supply
3070, 735712879292266709, 5833753183900047, 787105088597956427
3071, 735639308004337483, 5790254427028934, 781314834170927493
3072, 735565744073537050, 5747084273526304, 775567749897401189
3073, 735492187499129697, 5704240209258175, 769863509688143014
3074, 735418638280379785, 5661719739566081, 764201789948576933
3075, 735345096416551748, 5619520389114377, 758582269559462556
3076, 735271561906910093, 5577639701738747, 753004629857723809
3077, 735198034750719402, 5536075240295914, 747468554617427895
3078, 735124514947244331, 5494824586514544, 741973730030913351
3079, 735051002495749607, 5453885340847335, 736519844690066016
3080, 734977497395500033, 5413255122324270, 731106589567741746
3081, 734903999645760483, 5372931568407048, 725733657999334698
3082, 734830509245795907, 5332912334844654, 720400745664490044
3083, 734757026194871328, 5293195095530085, 715107550568959959
3084, 734683550492251841, 5253777542358210, 709853773026601749
3085, 734610082137202616, 5214657385084750, 704639115641516999
3086, 734536621128988896, 5175832351186387, 699463283290330612
3087, 734463167466875998, 5137300185721970, 694325983104608642
3088, 734389721150129311, 5099058651194829, 689226924453413813
3089, 734316282178014299, 5061105527416179, 684165818925997634
3090, 734242850549796498, 5023438611369604, 679142380314628030
3091, 734169426264741519, 4986055717076613, 674156324597551417
3092, 734096009322115045, 4948954675463269, 669207369922088148
3093, 734022599721182834, 4912133334227864, 664295236587860284
3094, 733949197461210716, 4875589557709651, 659419647030150633
3095, 733875802541464595, 4839321226758611, 654580325803392022
3096, 733802414961210449, 4803326238606250, 649776999564785772
3097, 733729034719714328, 4767602506737425, 645009397058048347
3098, 733655661816242357, 4732147960763179, 640277249097285168
3099, 733582296250060733, 4696960546294585, 635580288550990583
3100, 733508938020435727, 4662038224817592, 630918250326172991
3101, 733435587126633684, 4627378973568851, 626290871352604140
3102, 733362243567921021, 4592980785412539, 621697890567191601
3103, 733288907343564229, 4558841668718146, 617139048898473455
3104, 733215578452829873, 4524959647239234, 612614089251234221
3105, 733142256894984591, 4491332759993153, 608122756491241068
3106, 733068942669295093, 4457959061141712, 603664797430099356
3107, 732995635775028164, 4424836619872792, 599239960810226564
3108, 732922336211450662, 4391963520282893, 594847997289943671
3109, 732849043977829517, 4359337861260617, 590488659428683054
3110, 732775759073431735, 4326957756371063, 586161701672311991
3111, 732702481497524392, 4294821333741145, 581866880338570846
3112, 732629211249374640, 4262926735945814, 577603953602625032
3113, 732555948328249703, 4231272119895173, 573372681482729859
3114, 732482692733416879, 4199855656722497, 569172825826007362
3115, 732409444464143538, 4168675531673127, 565004150294334235
3116, 732336203519697124, 4137729943994250, 560866420350339985
3117, 732262969899345155, 4107017106825544, 556759403243514441
3118, 732189743602355221, 4076535247090691, 552682867996423750
3119, 732116524627994986, 4046282605389746, 548636585391034004
3120, 732043312975532187, 4016257435892359, 544620327955141645
3121, 731970108644234634, 3986458006231837, 540633869948909808
3122, 731896911633370211, 3956882597400042, 536676987351509766
3123, 731823721942206874, 3927529503643125, 532749457847866641
3124, 731750539570012654, 3898397032358081, 528851060815508560
3125, 731677364516055653, 3869483503990115, 524981577311518445
3126, 731604196779604048, 3840787251930830, 521140790059587615
3127, 731531036359926088, 3812306622417207, 517328483437170408
3128, 731457883256290096, 3784039974431393, 513544443462739015
3129, 731384737467964467, 3755985679601272, 509788457783137743
3130, 731311598994217671, 3728142122101826, 506060315661035917
3131, 731238467834318250, 3700507698557273, 502359807962478644
3132, 731165343987534819, 3673080817943976, 498686727144534668
3133, 731092227453136066, 3645859901494121, 495040867243040547
3134, 731019118230390753, 3618843382600154, 491422023860440393
3135, 730946016318567714, 3592029706719970, 487829994153720423
3136, 730872921716935858, 3565417331282853, 484264576822437570
3137, 730799834424764165, 3539004725596158, 480725572096841412
3138, 730726754441321689, 3512790370752725, 477212781726088687
3139, 730653681765877557, 3486772759539027, 473726008966549660
3140, 730580616397700970, 3460950396344046, 470265058570205614
3141, 730507558336061200, 3435321797068857, 466829736773136757
3142, 730434507580227594, 3409885489036934, 463419851284099823
3143, 730361464129469572, 3384640010905161, 460035211273194662
3144, 730288427983056626, 3359583912575546, 456675627360619116
3145, 730215399140258321, 3334715755107623, 453340911605511493
3146, 730142377600344296, 3310034110631556, 450030877494879937
3147, 730069363362584262, 3285537562261921, 446745339932618016
3148, 729996356426248004, 3261224704012167, 443484115228605849
3149, 729923356790605380, 3237094140709756, 440247021087896093
3150, 729850364454926320, 3213144487911965, 437033876599984128
3151, 729777379418480828, 3189374371822361, 433844502228161767
3152, 729704401680538980, 3165782429207920, 430678719798953847
3153, 729631431240370927, 3142367307316813, 427536352491637034
3154, 729558468097246890, 3119127663796832, 424417224827840202
3155, 729485512250437166, 3096062166614459, 421321162661225743
3156, 729412563699212123, 3073169493974574, 418247993167251169
3157, 729339622442842202, 3050448334240794, 415197544833010375
3158, 729266688480597918, 3027897385856440, 412169647447153935
3159, 729193761811749859, 3005515357266128, 409164132089887807
3160, 729120842435568685, 2983300966837973, 406180831123049834
3161, 729047930351325129, 2961252942786405, 403219578180263429
3162, 728975025558289997, 2939370023095604, 400280208157167825
3163, 728902128055734169, 2917650955443518, 397362557201724307
3164, 728829237842928596, 2896094497126498, 394466462704597809
3165, 728756354919144304, 2874699414984512, 391591763289613297
3166, 728683479283652390, 2853464485326958, 388738298804286339
3167, 728610610935724025, 2832388493859051, 385905910310427288
3168, 728537749874630453, 2811470235608796, 383094440074818492
3169, 728464896099642990, 2790708514854535, 380303731559963957
3170, 728392049610033026, 2770102145053059, 377533629414910898
3171, 728319210405072023, 2749649948768289, 374783979466142609
3172, 728246378484031516, 2729350757600519, 372054628708542090
3173, 728173553846183113, 2709203412116212, 369345425296425878
3174, 728100736490798495, 2689206761778348, 366656218534647530
3175, 728027926417149416, 2669359664877326, 363986858869770204
3176, 727955123624507702, 2649660988462398, 361337197881307806
3177, 727882328112145252, 2630109608273652, 358707088273034154
3178, 727809539879334038, 2610704408674526, 356096383864359628
3179, 727736758925346105, 2591444282584849, 353504939581774779
3180, 727663985249453571, 2572328131414415, 350932611450360364
3181, 727591218850928626, 2553354864997070, 348379256585363294
3182, 727518459729043534, 2534523401525327, 345844733183837967
3183, 727445707883070630, 2515832667485486, 343328900516352481
3184, 727372963312282323, 2497281597593270, 340831618918759211
3185, 727300226015951095, 2478869134729960, 338352749784029251
3186, 727227495993349500, 2460594229879039, 335892155554150212
3187, 727154773243750166, 2442455842063325, 333449699712086887
3188, 727082057766425791, 2424452938282608, 331025246773804279
3189, 727009349560649149, 2406584493451768, 328618662280352511
3190, 726936648625693085, 2388849490339379, 326229812790013132
3191, 726863954960830516, 2371246919506802, 323858565870506330
3192, 726791268565334433, 2353775779247752, 321504790091258578
3193, 726718589438477900, 2336435075528333, 319168355015730245
3194, 726645917579534053, 2319223821927557, 316849131193802688
3195, 726573252987776100, 2302141039578318, 314546990154224370
3196, 726500595662477323, 2285185757108833, 312261804397115537
3197, 726427945602911076, 2268357010584547, 309993447386530990
3198, 726355302808350785, 2251653843450482, 307741793543080508
3199, 726282667278069950, 2235075306474056, 305506718236606452
3200, 726210039011342144, 2218620457688330, 303288097778918122
3201, 726137418007441010, 2202288362335719, 301085809416582403
3202, 726064804265640266, 2186078092812127, 298899731323770276
3203, 725992197785213702, 2169988728611538, 296729742595158738
3204, 725919598565435181, 2154019356271025, 294575723238887713
3205, 725847006605578638, 2138169069316200, 292437554169571513
3206, 725774421904918081, 2122436968207089, 290315117201364424
3207, 725701844462727590, 2106822160284430, 288208295041079994
3208, 725629274278281318, 2091323759716396, 286116971281363598
3209, 725556711350853490, 2075940887445727, 284041030393917871
3210, 725484155679718405, 2060672671137287, 281980357722780584
3211, 725411607264150434, 2045518245126023, 279934839477654561
3212, 725339066103424019, 2030476750365338, 277904362727289223
3213, 725266532196813677, 2015547334375864, 275888815392913359
3214, 725194005543593996, 2000729151194639, 273888086241718720
3215, 725121486143039637, 1986021361324680, 271902064880394040
3216, 725048973994425334, 1971423131684953, 269930641748709087
3217, 724976469097025892, 1956933635560733, 267973708113148354
3218, 724903971450116190, 1942552052554354, 266031156060594000
3219, 724831481052971179, 1928277568536344, 264102878492057656
3220, 724758997904865882, 1914109375596942, 262188769116460714
3221, 724686522005075396, 1900046671997996, 260288722444462718
3222, 724614053352874889, 1886088662125235, 258402633782337483
3223, 724541591947539602, 1872234556440918, 256530399225896565
3224, 724469137788344849, 1858483571436851, 254671915654459714
3225, 724396690874566015, 1844834929587772, 252827080724871942
3226, 724324251205478559, 1831287859305099, 250995792865566843
3227, 724251818780358012, 1817841594891047, 249177951270675796
3228, 724179393598479977, 1804495376493095, 247373455894182701
3229, 724106975659120130, 1791248450058813, 245582207444123888
3230, 724034564961554218, 1778100067291044, 243804107376832844
3231, 723962161505058063, 1765049485603431, 242039057891229413
3232, 723889765288907558, 1752095968076303, 240286961923153110
3233, 723817376312378668, 1739238783412891, 238547723139740219
3234, 723744994574747431, 1726477205895896, 236821245933844323
3235, 723672620075289957, 1713810515344397, 235107435418499926
3236, 723600252813282429, 1701237997071090, 233406197421428836
3237, 723527892788001101, 1688758941839865, 231717438479588971
3238, 723455539998722301, 1676372645823717, 230041065833765254
3239, 723383194444722429, 1664078410562978, 228376987423202276
3240, 723310856125277957, 1651875542923882, 226725111880278394
3241, 723238525039665430, 1639763355057456, 225085348525220938
3242, 723166201187161464, 1627741164358722, 223457607360862216
3243, 723093884567042748, 1615808293426228, 221841799067435988
3244, 723021575178586044, 1603964070021889, 220237834997414099
3245, 722949273021068186, 1592207827031144, 218645627170382955
3246, 722876978093766080, 1580538902423426, 217065088267959529
3247, 722804690395956704, 1568956639212935, 215496131628746594
3248, 722732409926917109, 1557460385419721, 213938671243326873
3249, 722660136685924418, 1546049494031076, 212392621749295797
3250, 722587870672255826, 1534723322963215, 210857898426332582
3251, 722515611885188601, 1523481235023266, 209334417191309316
3252, 722443360324000083, 1512322597871556, 207822094593437760
3253, 722371115987967683, 1501246783984186, 206320847809453574
3254, 722298878876368887, 1490253170615902, 204830594638837672
3255, 722226648988481251, 1479341139763257, 203351253499074415
3256, 722154426323582403, 1468510078128054, 201882743420946361
3257, 722082210880950045, 1457759377081085, 200424984043865276
3258, 722010002659861950, 1447088432626139, 198977895611239137
3259, 721937801659595964, 1436496645364305, 197541398965874832
3260, 721865607879430005, 1425983420458542, 196115415545416290
3261, 721793421318642062, 1415548167598532, 194699867377817758
3262, 721721241976510198, 1405190300965804, 193294677076851954
3263, 721649069852312547, 1394909239199133, 191899767837652821
3264, 721576904945327316, 1384704405360203, 190515063432292618
3265, 721504747254832784, 1374575226899547, 189140488205393071
3266, 721432596780107301, 1364521135622739, 187775967069770332
3267, 721360453520429291, 1354541567656867, 186421425502113465
3268, 721288317475077249, 1344635963417248, 185076789538696217
3269, 721216188643329742, 1334803767574421, 183741985771121796
3270, 721144067024465410, 1325044429021382, 182416941342100414
3271, 721071952617762964, 1315357400841082, 181101583941259332
3272, 720999845422501188, 1305742140274181, 179795841800985151
3273, 720927745437958938, 1296198108687041, 178499643692298110
3274, 720855652663415143, 1286724771539986, 177212918920758124
3275, 720783567098148802, 1277321598355790, 175935597322402334
3276, 720711488741438988, 1267988062688429, 174667609259713905
3277, 720639417592564845, 1258723642092059, 173408885617621846
3278, 720567353650805589, 1249527818090250, 172159357799531596
3279, 720495296915440509, 1240400076145450, 170918957723386146
3280, 720423247385748965, 1231339905628693, 169687617817757453
3281, 720351205061010391, 1222346799789537, 168465271017967916
3282, 720279169940504290, 1213420255726240, 167251850762241676
3283, 720207142023510240, 1204559774356167, 166047290987885509
3284, 720135121309307889, 1195764860386428, 164851526127499081
3285, 720063107797176959, 1187035022284745, 163664491105214336
3286, 719991101486397242, 1178369772250539, 162486121332963797
3287, 719919102376248603, 1169768626186255, 161316352706777542
3288, 719847110466010979, 1161231103668896, 160155121603108646
3289, 719775125754964378, 1152756727921791, 159002364875186855
3290, 719703148242388882, 1144345025786570, 157858019849400285
3291, 719631177927564644, 1135995527695368, 156722024321704917
3292, 719559214809771888, 1127707767643239, 155594316554061678
3293, 719487258888290911, 1119481283160788, 154474835270900890
3294, 719415310162402082, 1111315615287011, 153363519655613879
3295, 719343368631385842, 1103210308542350, 152260309347071529
3296, 719271434294522704, 1095164910901958, 151165144436169571
3297, 719199507151093252, 1087178973769169, 150077965462400402
3298, 719127587200378143, 1079252051949176, 148998713410451226
3299, 719055674441658106, 1071383703622913, 147927329706828313
3300, 718983768874213941, 1063573490321138, 146863756216507175
3301, 718911870497326520, 1055820976898725, 145807935239608450
3302, 718839979310276788, 1048125731509143, 144759809508099307
3303, 718768095312345761, 1040487325579145, 143719322182520162
3304, 718696218502814527, 1032905333783649, 142686416848736513
3305, 718624348880964246, 1025379334020811, 141661037514715702
3306, 718552486446076150, 1017908907387298, 140643128607328404
3307, 718480631197431543, 1010493638153748, 139632634969174656
3308, 718408783134311800, 1003133113740423, 138629501855434233
3309, 718336942255998369, 995826924693048, 137633674930741185
3310, 718265108561772770, 988574664658845, 136645100266082340
3311, 718193282050916593, 981375930362742, 135663724335719598
3312, 718121462722711502, 974230321583776, 134689494014135822
3313, 718049650576439231, 967137441131676, 133722356573004146
3314, 717977845611381588, 960096894823624, 132762259678180522
3315, 717906047826820450, 953108291461206, 131809151386719316
3316, 717834257222037768, 946171242807527, 130862980143911789
3317, 717762473796315565, 939285363564522, 129923694780347267
3318, 717690697548935934, 932450271350424, 128991244508996843
3319, 717618928479181041, 925665586677423, 128065578922319420
3320, 717547166586333123, 918930932929487, 127146647989389933
3321, 717475411869674490, 912245936340360, 126234402053049573
3322, 717403664328487523, 905610225971733, 125328791827077840
3323, 717331923962054675, 899023433691575, 124429768393386265
3324, 717260190769658470, 892485194152646, 123537283199233619
3325, 717188464750581505, 885995144771161, 122651288054462458
3326, 717116745904106447, 879552925705633, 121771735128756825
3327, 717045034229516037, 873158179835869, 120898576948920956
3328, 716973329726093086, 866810552742141, 120031766396178815
3329, 716901632393120477, 860509692684502, 119171256703494313
3330, 716829942229881165, 854255250582281, 118317001452912032
3331, 716758259235658177, 848046879993720, 117468954572918312
3332, 716686583409734612, 841884237095781, 116627070335822531
3333, 716614914751393639, 835766980664102, 115791303355158429
3334, 716543253259918500, 829694772053113, 114961608583105316
3335, 716471598934592509, 823667275176302, 114137941307929014
3336, 716399951774699050, 817684156486637, 113320257151442377
3337, 716328311779521581, 811745084957139, 112508512066485238
3338, 716256678948343629, 805849732061603, 111702662334423635
3339, 716185053280448795, 799997771755471, 110902664562668164
3340, 716113434775120751, 794188880456853, 110108475682211311
3341, 716041823431643239, 788422737027693, 109320052945183618
3342, 715970219249300075, 782699022755082, 108537353922428536
3343, 715898622227375145, 777017421332715, 107760336501095821
3344, 715827032365152408, 771377618842496, 106988958882253325
3345, 715755449661915893, 765779303736274, 106223179578517051
3346, 715683874116949702, 760222166817735, 105462957411699316
3347, 715612305729538008, 754705901224422, 104708251510474894
3348, 715540744498965055, 749230202409900, 103959021308064994
3349, 715469190424515159, 743794768126061, 103215226539938933
3350, 715397643505472708, 738399298405558, 102476827241533375
3351, 715326103741122161, 733043495544381, 101743783745988994
3352, 715254571130748049, 727727064084569, 101016056681904425
3353, 715183045673634975, 722449710797049, 100293606971107376
3354, 715111527369067612, 717211144664615, 99576395826442761
3355, 715040016216330706, 712011076865033, 98864384749577728
3356, 714968512214709073, 706849220754281, 98157535528823447
3357, 714897015363487603, 701725291849913, 97455810236973534
3358, 714825525661951255, 696639007814559, 96759171229158975
3359, 714754043109385060, 691590088439546, 96067581140719429
3360, 714682567705074122, 686578255628649, 95381002885090780
3361, 714611099448303615, 681603233381965, 94699399651708815
3362, 714539638338358785, 676664747779917, 94022734903928898
3363, 714468184374524950, 671762526967373, 93350972376961525
3364, 714396737556087498, 666896301137897, 92684076075823628
3365, 714325297882331890, 662065802518114, 92022010273305514
3366, 714253865352543657, 657270765352199, 91364739507953315
3367, 714182439966008403, 652510925886488, 90712228582066827
3368, 714111021722011803, 647786022354204, 90064442559712623
3369, 714039610619839602, 643095794960301, 89421346764752322
3370, 713968206658777619, 638439985866429, 88782906778885893
3371, 713896809838111742, 633818339176011, 88149088439709882
3372, 713825420157127931, 629230600919437, 87519857838790445
3373, 713754037615112219, 624676519039373, 86895181319751072
3374, 713682662211350708, 620155843376179, 86275025476374893
3375, 713611293945129573, 615668325653449, 85659357150721444
3376, 713539932815735061, 611213719463648, 85048143431257796
3377, 713468578822453488, 606791780253876, 84441351651003920
3378, 713397231964571243, 602402265311731, 83838949385692189
3379, 713325892241374786, 598044933751283, 83240904451940906
3380, 713254559652150649, 593719546499158, 82647184905441748
3381, 713183234196185434, 589425866280731, 82057759039161017
3382, 713111915872765816, 585163657606418, 81472595381554599
3383, 713040604681178540, 580932686758086, 80891662694796513
3384, 712969300620710423, 576732721775554, 80314929973020959
3385, 712898003690648352, 572563532443208, 79742366440577751
3386, 712826713890279288, 568424890276715, 79173941550301036
3387, 712755431218890261, 564316568509840, 78609624981791196
3388, 712684155675768372, 560238342081366, 78049386639709830
3389, 712612887260200796, 556189987622113, 77493196652087717
3390, 712541625971474776, 552171283442058, 76941025368645659
3391, 712470371808877629, 548182009517552, 76392843359128107
3392, 712399124771696742, 544221947478641, 75848621411649466
3393, 712327884859219573, 540290880596479, 75308330531052987
3394, 712256652070733652, 536388593770840, 74771941937282147
3395, 712185426405526579, 532514873517725, 74239427063764422
3396, 712114207862886027, 528669507957071, 73710757555807351
3397, 712042996442099739, 524852286800542, 73185905269006809
3398, 711971792142455530, 521063001339427, 72664842267667382
3399, 711900594963241285, 517301444432624, 72147540823234758
3400, 711829404903744961, 513567410494718, 71633973412740040
3401, 711758221963254587, 509860695484149, 71124112717255891
3402, 711687046141058262, 506181096891475, 70617931620364416
3403, 711615877436444157, 502528413727724, 70115403206636692
3404, 711544715848700513, 498902446512833, 69616500760123859
3405, 711473561377115643, 495302997264180, 69121197762859679
3406, 711402414020977932, 491729869485197, 68629467893374482
3407, 711331273779575835, 488182868154085, 68141285025220397
3408, 711260140652197878, 484661799712597, 67656623225507800
3409, 711189014638132659, 481166472054922, 67175456753452878
3410, 711117895736668846, 477696694516650, 66697760058936228
3411, 711046783947095180, 474252277863816, 66223507781072412
3412, 710975679268700471, 470833034282040, 65752674746790372
3413, 710904581700773601, 467438777365740, 65285235969424632
3414, 710833491242603524, 464069322107433, 64821166647317199
3415, 710762407893479264, 460724484887116, 64360442162430083
3416, 710691331652689917, 457404083461733, 63903038078968350
3417, 710620262519524649, 454107936954716, 63448930142013634
3418, 710549200493272697, 450835865845612, 62998094276168022
3419, 710478145573223370, 447587691959789, 62550506584208233
3420, 710407097758666048, 444363238458217, 62106143345750016
3421, 710336057048890182, 441162329827332, 61664981015922684
3422, 710265023443185293, 437984791868979, 61226996224053705
3423, 710193996940840975, 434830451690424, 60792165772363281
3424, 710122977541146891, 431699137694456, 60360466634668825
3425, 710051965243392777, 428590679569548, 59931875955099277
3426, 709980960046868438, 425504908280112, 59506371046819165
3427, 709909961950863752, 422441656056813, 59083929390762352
3428, 709838970954668666, 419400756386970, 58664528634375382
3429, 709767987057573200, 416382044005019, 58248146590370363
3430, 709697010258867443, 413385354883060, 57834761235487303
3431, 709626040557841557, 410410526221469, 57424350709265834
3432, 709555077953785773, 407457396439586, 57016893312826248
3433, 709484122445990395, 404525805166471, 56612367507659777
3434, 709413174033745796, 401615593231738, 56210751914428039
3435, 709342232716342422, 398726602656448, 55812025311771591
3436, 709271298493070788, 395858676644083, 55416166635127508
3437, 709200371363221481, 393011659571585, 55023154975555923
3438, 709129451326085159, 390185396980461, 54632969578575462
3439, 709058538380952551, 387379735567957, 54245589843007505
3440, 708987632527114456, 384594523178307, 53860995319829198
3441, 708916733763861745, 381829608794039, 53479165711035159
3442, 708845842090485359, 379084842527353, 53100080868507806
3443, 708774957506276311, 376360075611564, 52723720792896242
3444, 708704080010525684, 373655160392613, 52350065632503629
3445, 708633209602524632, 370969950320638, 51979095682182991
3446, 708562346281564380, 368304299941615, 51610791382241376
3447, 708491490046936224, 365658064889057, 51245133317352319
3448, 708420640897931531, 363031101875786, 50882102215476533
3449, 708349798833841738, 360423268685757, 50521678946790776
3450, 708278963853958354, 357834424165953, 50163844522624823
3451, 708208135957572959, 355264428218336, 49808580094406487
3452, 708137315143977202, 352713141791867, 49455866952614620
3453, 708066501412462805, 350180426874580, 49105686525740040
3454, 707995694762321559, 347666146485720, 48758020379254320
3455, 707924895192845327, 345170164667942, 48412850214586378
3456, 707854102703326043, 342692346479565, 48070157868106813
3457, 707783317293055711, 340232557986895, 47729925310119918
3458, 707712538961326406, 337790666256594, 47392134643863324
3459, 707641767707430274, 335366539348119, 47056768104515205
3460, 707571003530659531, 332960046306213, 46723808058208992
3461, 707500246430306466, 330571057153452, 46393237001055540
3462, 707429496405663436, 328199442882853, 46065037558172687
3463, 707358753456022870, 325845075450539, 45739192482722148
3464, 707288017580677268, 323507827768455, 45415684654953693
3465, 707217288778919201, 321187573697147, 45094497081256546
3466, 707146567050041310, 318884188038586, 44775612893217960
3467, 707075852393336306, 316597546529061, 44459015346688899
3468, 707005144808096973, 314327525832111, 44144687820856788
3469, 706934444293616164, 312074003531525, 43832613817325263
3470, 706863750849186803, 309836858124384, 43522776959200879
3471, 706793064474101885, 307615969014164, 43215160990186715
3472, 706722385167654475, 305411216503889, 42909749773682826
3473, 706651712929137710, 303222481789336, 42606527291893490
3474, 706581047757844797, 301049646952293, 42305477644941197
3475, 706510389653069013, 298892594953866, 42006585049987331
3476, 706439738614103707, 296751209627841, 41709833840359490
3477, 706369094640242297, 294625375674096, 41415208464685394
3478, 706298457730778273, 292514978652059, 41122693486033335
3479, 706227827885005196, 290419904974221, 40832273581059114
3480, 706157205102216696, 288340041899697, 40543933539159417
3481, 706086589381706475, 286275277527836, 40257658261631581
3482, 706015980722768305, 284225500791878, 39973432760839703
3483, 705945379124696029, 282190601452665, 39691242159387038
3484, 705874784586783560, 280170470092391, 39411071689294647
3485, 705804197108324882, 278164998108412, 39132906691186235
3486, 705733616688614050, 276174077707089, 38856732613479146
3487, 705663043326945189, 274197601897690, 38582535011581456
3488, 705592477022612495, 272235464486334, 38310299547095122
3489, 705521917774910234, 270287560069978, 38040011987025144
3490, 705451365583132743, 268353784030456, 37771658202994688
3491, 705380820446574430, 266434032528559, 37505224170466129
3492, 705310282364529773, 264528202498164, 37240695967967965
3493, 705239751336293321, 262636191640402, 36978059776327563
3494, 705169227361159692, 260757898417876, 36717301877909687
3495, 705098710438423577, 258893222048924, 36458408655860763
3496, 705028200567379735, 257042062501916, 36201366593358847
3497, 704957697747322998, 255204320489611, 35946162272869236
3498, 704887201977548266, 253379897463537, 35692782375405699
3499, 704816713257350512, 251568695608433, 35441213679797266
3500, 704746231586024777, 249770617836721, 35191443061960545
3501, 704675756962866175, 247985567783026, 34943457494177519
3502, 704605289387169889, 246213449798732, 34697244044378787
3503, 704534828858231173, 244454168946586, 34452789875432201
3504, 704464375375345350, 242707630995343, 34210082244436858
3505, 704393928937807816, 240973742414444, 33969108502022414
3506, 704323489544914036, 239252410368742, 33729856091653672
3507, 704253057195959545, 237543542713268, 33492312548940404
3508, 704182631890239950, 235847047988033, 33256465500952371
3509, 704112213627050927, 234162835412872, 33022302665539499
3510, 704041802405688222, 232490814882325, 32789811850657174
3511, 703971398225447654, 230830896960564, 32558980953696610
3512, 703901001085625110, 229182992876348, 32329797960820262
3513, 703830610985516548, 227547014518024, 32102250946302238
3514, 703760227924417997, 225922874428565, 31876328071873673
3515, 703689851901625556, 224310485800644, 31652017586073029
3516, 703619482916435394, 222709762471746, 31429307823601283
3517, 703549120968143751, 221120618919318, 31208187204681965
3518, 703478766056046937, 219542970255957, 30988644234426008
3519, 703408418179441333, 217976732224630, 30770667502201378
3520, 703338077337623389, 216421821193936, 30554245681007442
3521, 703267743529889627, 214878154153399, 30339367526854043
3522, 703197416755536639, 213345648708805, 30126021878145238
3523, 703127097013861086, 211824223077563, 29914197655067675
3524, 703056784304159700, 210313796084109, 29703883858983566
3525, 702986478625729285, 208814287155344, 29495069571828222
3526, 702916179977866713, 207325616316109, 29287743955512113
3527, 702845888359868927, 205847704184682, 29081896251327431
3528, 702775603771032941, 204380471968331, 28877515779359100
3529, 702705326210655838, 202923841458878, 28674591937900222
3530, 702635055678034773, 201477735028314, 28473114202871908
3531, 702564792172466970, 200042075624436, 28273072127247472
3532, 702494535693249724, 198616786766524, 28074455340480948
3533, 702424286239680400, 197201792541051, 27877253547939897
3534, 702354043811056432, 195797017597417, 27681456530342480
3535, 702283808406675327, 194402387143727, 27487054143198753
3536, 702213580025834660, 193017826942595, 27294036316256158
3537, 702143358667832077, 191643263306978, 27102393052949180
3538, 702073144331965294, 190278623096048, 26912114429853132
3539, 702002937017532098, 188923833711088, 26723190596142044
3540, 701932736723830345, 187578823091425, 26535611773050619
3541, 701862543450157962, 186243519710392, 26349368253340227
3542, 701792357195812947, 184917852571321, 26164450400768906
3543, 701722177960093366, 183601751203563, 25980848649565343
3544, 701652005742297357, 182295145658545, 25798553503906798
3545, 701581840541723128, 180997966505850, 25617555537400948
3546, 701511682357668956, 179710144829331, 25437845392571617
3547, 701441531189433190, 178431612223255, 25259413780348362
3548, 701371387036314247, 177162300788471, 25082251479559891
3549, 701301249897610616, 175902143128615, 24906349336431276
3550, 701231119772620855, 174651072346337, 24731698264084939
3551, 701160996660643593, 173409022039561, 24558289242045378
3552, 701090880560977529, 172175926297767, 24386113315747611
3553, 701020771472921432, 170951719698314, 24215161596049297
3554, 700950669395774140, 169736337302775, 24045425258746522
3555, 700880574328834563, 168529714653313, 23876895544093209
3556, 700810486271401680, 167331787769074, 23709563756324135
3557, 700740405222774540, 166142493142617, 23543421263181518
3558, 700670331182252263, 164961767736366, 23378459495445152
3559, 700600264149134038, 163789548979087, 23214669946466065
3560, 700530204122719125, 162625774762394, 23052044171703671
3561, 700460151102306854, 161470383437286, 22890573788266385
3562, 700390105087196624, 160323313810701, 22730250474455684
3563, 700320066076687905, 159184505142104, 22571065969313580
3564, 700250034070080237, 158053897140098, 22413012072173482
3565, 700180009066673229, 156931429959058, 22256080642214424
3566, 700109991065766562, 155817044195797, 22100263598018627
3567, 700039980066659986, 154710680886248, 21945552917132379
3568, 699969976068653321, 153612281502185, 21791940635630194
3569, 699899979071046456, 152521787947950, 21639418847682244
3570, 699829989073139352, 151439142557225, 21487979705125019
3571, 699760006074232039, 150364288089812, 21337615417035207
3572, 699690030073624616, 149297167728448, 21188318249306759
3573, 699620061070617254, 148237725075636, 21040080524231123
3574, 699550099064510193, 147185904150511, 20892894620080612
3575, 699480144054603742, 146141649385716, 20746752970694896
3576, 699410196040198282, 145104905624312, 20601648065070584
3577, 699340255020594263, 144075618116709, 20457572446953875
3578, 699270320995092204, 143053732517617, 20314518714436258
3579, 699200393962992695, 142039194883024, 20172479519553234
3580, 699130473923596396, 141031951667192, 20031447567886042
3581, 699060560876204037, 140031949719686, 19891415618166356
3582, 698990654820116417, 139039136282411, 19752376481883945
3583, 698920755754634406, 138053458986683, 19614323022897262
3584, 698850863679058943, 137074865850318, 19477248157046944
3585, 698780978592691038, 136103305274739, 19341144851772205
3586, 698711100494831769, 135138726042117, 19206006125730088
3587, 698641229384782286, 134181077312517, 19071825048417571
3588, 698571365261843808, 133230308621080, 18938594739796491
3589, 698501508125317624, 132286369875220, 18806308369921271
3590, 698431657974505093, 131349211351839, 18674959158569432
3591, 698361814808707643, 130418783694570, 18544540374874862
3592, 698291978627226773, 129495037911038, 18415045336963824
3593, 698222149429364051, 128577925370140, 18286467411593684
3594, 698152327214421115, 127667397799348, 18158800013794336
3595, 698082511981699673, 126763407282028, 18032036606512308
3596, 698012703730501504, 125865906254790, 17906170700257518
3597, 697942902460128454, 124974847504842, 17781195852752676
